title,directedBy,starring,imdbId,item_id
"Idiots, The (Idioterne) (1998)",Lars von Trier,"Bodil Jørgensen, Jens Albinus, Anne Louise Hassing, Troels Lyby, Nikolaj Lie Kaas, Louise Mieritz",0154421,3569
Time Code (2000),Mike Figgis,"Xander Berkeley, Golden Brooks, Saffron Burrows, Viveka Davis, Richard Edson, Aimee Graham, Salma Hayek, Glenne Headly, Holly Hunter, Danny Huston, Kyle MacLachlan, Mía Maestro, Leslie Mann, Alessandro Nivola, Zuleikha Robinson, Julian Sands, Stellan Skarsgård, Jeanne Tripplehorn, Steven Weber, ",0220100,3571
Carnosaur (1993),Adam Simon,"Harrison Page, Raphael Sbarge, Diane Ladd, Jennifer Runyon",0106521,3572
Two Moon Junction (1988),Zalman King,"Sherilyn Fenn, Richard Tyson, Louise Fletcher, Kristy McNichol, Milla Jovovich",0096324,3577
Gladiator (2000),Ridley Scott,"Russell Crowe, Joaquin Phoenix, Oliver Reed, Connie Nielsen, Richard Harris, Derek Jacobi, Djimon Hounsou",0172495,3578
Human Traffic (1999),Justin Kerrigan,"Danny Dyer, Shaun Parkes, John Simm, Lorraine Pilkington",0188674,3581
Mr. Mom (1983),Stan Dragoti,"Taliesin Jaffe, Michael Keaton, Frederick Koehler, Teri Garr",0085970,3591
Screwed (2000),Scott Alexander,"Dave Chappelle, Danny DeVito, Norm Macdonald, Elaine Stritch",0156323,3596
Hamlet (2000),Michael Almereyda,"Ethan Hawke, Kyle MacLachlan, Bill Murray, Liev Schreiber, Julia Stiles",0171359,3598
On the Town (1949),"Stanley Donen, Gene Kelly","Gene Kelly, Frank Sinatra, Betty Garrett, Ann Miller",0041716,3606
Things Change (1988),David Mamet,"Don Ameche, J.J. Johnston, Joe Mantegna, Robert Prosky",0096259,3613
Honeymoon in Vegas (1992),Andrew Bergman,"James Caan, Nicolas Cage, Pat Morita, Sarah Jessica Parker",0104438,3614
Dinosaur (2000),Eric Leighton,"D.B. Sweeney, Alfre Woodard, Ossie Davis, Max Casella, Hayden Panettiere, Samuel E. Wright, Julianna Margulies, Peter Siragusa, Joan Plowright, Della Reese, Greg Finley, Camille Winbush, Billy West",0130623,3615
Loser (2000),Amy Heckerling,"Jason Biggs, Mena Suvari, Zak Orth, Jimmi Simpson, Greg Kinnear, Dan Aykroyd, Robert Miano, Colleen Camp, Andy Dick, Steven Wright, Brian Backer, Taylor Negron, Andrea Martin, Scott Thomson, Alan Cumming, David Spade",0217630,3616
Shanghai Noon (2000),Tom Dey,"Jackie Chan, Owen Wilson, Lucy Liu, Brandon Merrill",0184894,3624
Carnival of Souls (1962),Herk Harvey,"Frances Feist, Sidney Berger",0055830,3627
Flying Tigers (1942),David Miller,"John Wayne, John Carroll, Anna Lee, Paul Kelly",0034742,3628
Monsieur Verdoux (1947),Charles Chaplin,"Charles Chaplin, Robert Lewis, Mady Correll, Allison Roddan",0039631,3632
Moonraker (1979),Lewis Gilbert,"Roger Moore, Richard Kiel, Michael Lonsdale, Lois Chiles, Corinne Clery, Bernard Lee, Walter Gotell, Geoffrey Keen, Desmond Llewelyn, Lois Maxwell",0079574,3638
"Man with the Golden Gun, The (1974)",Guy Hamilton,"Roger Moore, Christopher Lee, Maud Adams, Britt Ekland, Hervé Villechaize, Clifton James, Richard Loo, Bernard Lee, Lois Maxwell, Desmond Llewelyn",0071807,3639
"King in New York, A (1957)",Charles Chaplin,"Charles Chaplin, Jerry Desmonde, Oliver Johnston, Maxine Audley",0050598,3640
"Woman of Paris, A (1923)",Charles Chaplin,"Clarence Geldart, Carl Miller, Lydia Knott, Edna Purviance, Adolphe Menjou",0014624,3641
"Fighting Seabees, The (1944)",Edward Ludwig,"William Frawley, Dennis O'Keefe, John Wayne, Susan Hayward",0036824,3643
Cleo from 5 to 7 (Cléo de 5 à 7) (1962),Agnès Varda,"Corinne Marchand, Antoine Bourseiller, Dominique Davray",0055852,3645
Running Free (1999),Sergey Bodrov,"Chase Moore, Arie Verveen, Lukas Haas, Jan Decleir, Maria Geelbooi",0173910,3647
"City of the Living Dead (a.k.a. Gates of Hell, The) (Paura nella città dei morti viventi) (1980)",Lucio Fulci,"Christopher George, Catriona MacColl, Carlo De Mejo, Antonella Interlenghi, Giovanni Lombardo Radice, Daniela Doria",0081318,3652
"Endless Summer, The (1966)",Bruce Brown,"Robert August, Mike Hynson",0060371,3653
"Guns of Navarone, The (1961)",J. Lee Thompson,"Gregory Peck,David Niven,Anthony Quinn,Stanley Baker,Anthony Quayle,James Darren,Irene Papas,Gia Scala,James Robertson Justice,Richard Harris,Percy Herbert,Walter Gotell,Victor Buono",0054953,3654
Blow-Out (La grande bouffe) (1973),Marco Ferreri,"Marcello Mastroianni, Ugo Tognazzi, Michel Piccoli, Philippe Noiret, Andréa Ferréol, Solange Blondeau",0070130,3655
Quatermass and the Pit (1967),Roy Ward Baker,"James Donald, Julian Glover, Andrew Keir, Barbara Shelley",0062168,3658
Puppet Master (1989),David Schmoeller,"Paul Le Mat, William Hickey, Irene Miracle, Jimmie F. Skaggs",0098143,3660
Puppet Master II (1991),Dave Allen,"Collin Bernsen, Gregory Webb, Steve Welles, Elizabeth Maclellan",0100438,3661
Puppet Master III: Toulon's Revenge (1991),David DeCoteau,"Ian Abercrombie, Kristopher Logan, Richard Lynch, Guy Rolfe",0102728,3662
Romeo and Juliet (1968),Franco Zeffirelli,"Leonard Whiting, Olivia Hussey, John McEnery, Milo O'Shea",0063518,3668
White Christmas (1954),Michael Curtiz,"Bing Crosby, Danny Kaye, Rosemary Clooney, Vera-Ellen",0047673,3675
Baraka (1992),Ron Fricke,,0103767,3677
"Man with the Golden Arm, The (1955)",Otto Preminger,"Frank Sinatra, Arnold Stang, Kim Novak, Eleanor Parker",0048347,3678
"Decline of Western Civilization, The (1981)",Penelope Spheeris,"Alice Bag Band, Black Flag, Catholic Discipline, The Circle Jerks, Fear, The Germs, Michelle Baer Ghaffari, Jenny Lens",0082252,3679
"Decline of Western Civilization Part II: The Metal Years, The (1988)",Penelope Spheeris,"Alice Cooper, Joe Perry, Gene Simmons, Steven Tyler",0094980,3680
"Fabulous Baker Boys, The (1989)",Steven Kloves,"Beau Bridges, Jeff Bridges, Michelle Pfeiffer, Ellie Raab",0097322,3684
Prizzi's Honor (1985),John Huston,"Jack Nicholson, Kathleen Turner, Robert Loggia, John Randolph, Anjelica Huston",0089841,3685
Flatliners (1990),Joel Schumacher,"Kiefer Sutherland, Julia Roberts, Kevin Bacon, William Baldwin, Oliver Platt, Kimberly Scott, Hope Davis, Julie Warner, Patricia Belcher, Beth Grant, K.K. Dodds",0099582,3686
Private School (1983),Noel Black,"Matthew Modine, Michael Zorek, Phoebe Cates, Betsy Russell",0086143,3691
"Toxic Avenger, The (1985)","Michael Herz, Llyod Kaufman (as Samuel Weil)","Mitch Cohen, Jennifer Babtist, Cindy Manion, Andree Maranda",0090190,3693
"Toxic Avenger, Part II, The (1989)",Michael Herz,"John Altamura, Rick Collins, Ron Fazio, Phoebe Legere",0098503,3694
Predator 2 (1990),Stephen Hopkins,"Rubén Blades, Gary Busey, Danny Glover, Kevin Peter Hall",0100403,3697
Starman (1984),John Carpenter,"Jeff Bridges, Karen Allen, Charles Martin Smith, Richard Jaeckel, M.C. Gainey, Mickey Jones",0088172,3699
Alien Nation (1988),Graham Baker,"James Caan, Kevyn Major Howard, Mandy Patinkin, Terence Stamp",0094631,3701
Mad Max (1979),George Miller,"Steve Bisley, Mel Gibson, Hugh Keays-Byrne, Joanne Samuel",0079501,3702
Mad Max Beyond Thunderdome (1985),"George Miller, George Ogilvie","Adam Cockburn, Mel Gibson, Bruce Spence, Tina Turner",0089530,3704
Angel Heart (1987),Alan Parker,"Robert De Niro, Mickey Rourke, Lisa Bonet, Charlotte Rampling",0092563,3706
Firestarter (1984),Mark L. Lester,"David Keith, Drew Barrymore, Freddie Jones, Heather Locklear, Martin Sheen, George C. Scott, Art Carney, Louise Fletcher, Moses Gunn, Robert Miano, Leon Rippy",0087262,3708
Action Jackson (1988),Craig R. Baxley,"Craig T. Nelson, Carl Weathers, Sharon Stone, Vanity",0094612,3710
Fatal Beauty (1987),Tom Holland,"Whoopi Goldberg, Sam Elliott, Rubén Blades, Harris Yulin, Brad Dourif, James LeGros, Mark Pellegrino, Cheech Marin, Larry Hankin, Michael DeLorenzo, Gary Carlos Cervantes, M.C. Gainey",0093011,3716
Hamlet (1990),Franco Zeffirelli,"Alan Bates, Mel Gibson, Glenn Close, Ian Holm, Helena Bonham Carter",0099726,3723
Near Dark (1987),Kathryn Bigelow,"Adrian Pasdar, Jenny Wright, Lance Henriksen, Bill Paxton",0093605,3727
One False Move (1992),Carl Franklin,"Bill Paxton, Billy Bob Thornton, Cynda Williams",0102592,3728
"Conversation, The (1974)",Francis Ford Coppola,"Gene Hackman, John Cazale, Frederic Forrest, Allen Garfield, Teri Garr, Harrison Ford, Robert Duvall",0071360,3730
"Ace in the Hole (Big Carnival, The) (1951)",Billy Wilder,"Robert Arthur, Kirk Douglas, Porter Hall, Jan Sterling",0043338,3736
Big Trouble in Little China (1986),John Carpenter,"Dennis Dun, James Hong, Kurt Russell, Kim Cattrall",0090728,3740
Battleship Potemkin (1925),"Sergei M. Eisenstein, Grigori Aleksandrov","Aleksandr Antonov,Vladimir Barsky,Grigori Aleksandrov",0015648,3742
Titan A.E. (2000),"Don Bluth, Gary Goldman, Art Vitello","Matt Damon, Bill Pullman, John Leguizamo, Nathan Lane, Janeane Garofalo, Drew Barrymore, Ron Perlman, Alex D. Linz, Tone Loc, Jim Breuer, Charles Rocket, Ken Hudson Campbell, David L. Lander",0120913,3745
Jesus' Son (1999),Alison Maclean,"Billy Crudup, Samantha Morton, Holly Hunter, Dennis Hopper, Jack Black, Denis Leary",0186253,3747
Communion (1989),Philippe Mora,"Andreas Katsulas, Christopher Walken, Lindsay Crouse, Frances Sternhagen",0097100,3758
"Blood In, Blood Out (1993)",Taylor Hackford,"Damian Chapa, Jesse Borrego, Benjamin Bratt, Enrique Castillo, Victor Rivers, Delroy Lindo, Tom Towles, Carlos Carrasco, Raymond Cruz, Valente Rodriguez, Billy Bob Thornton, Lupe Ontiveros, Gary Carlos Cervantes, Thomas F. Wilson, Mike Genovese, Natalia Nogulich, Ving Rhames, Danny Trejo, Paulo Tocha, Steve Eastin, Rio Hackford, Richard Masur",0106469,3761
F/X2 (a.k.a. F/X 2 - The Deadly Art of Illusion) (1991),Richard Franklin,"Bryan Brown, Brian Dennehy, Rachel Ticotin, Joanna Gleason, Philip Bosco, Kevin J. O'Connor",0101846,3764
"Hot Spot, The (1990)",Dennis Hopper,"Don Johnson, Virginia Madsen, Jennifer Connelly, Charles Martin Smith, William Sadler",0099797,3765
Thunderbolt and Lightfoot (1974),Michael Cimino,"Clint Eastwood, Jeff Bridges, Geoffrey Lewis, Catherine Bach, Gary Busey, George Kennedy",0072288,3769
Dreamscape (1984),Joseph Ruben,"Dennis Quaid, Max von Sydow, Christopher Plummer, Eddie Albert, Kate Capshaw",0087175,3770
The Golden Voyage of Sinbad (1973),Gordon Hessler,"Tom Baker, John Phillip Law, Douglas Wilmer, Caroline Munro",0071569,3771
House Party (1990),Reginald Hudlin,"Robin Harris, Martin Lawrence, Christopher Martin, Christopher Reid",0099800,3773
Nekromantik (1987),Jörg Buttgereit,"Daktari Lorenz, Harald Lundt, Susa Kohlstedt",0093608,3777
Scary Movie (2000),Keenen Ivory Wayans,"Marlon Wayans, Shawn Wayans, Shannon Elizabeth, Cheri Oteri, Tanja Reichert, Regina Hall, Rick Ducommun, Jon Abrahams, Anna Faris, Carmen Electra",0175142,3785
But I'm a Cheerleader (1999),Jamie Babbit,"Bud Cort, Clea DuVall, Natasha Lyonne, Cathy Moriarty",0179116,3786
Blow-Up (Blowup) (1966),Michelangelo Antonioni,"Peter Bowles, David Hemmings, Sarah Miles, Vanessa Redgrave",0060176,3788
Footloose (1984),Herbert Ross,"Kevin Bacon, John Lithgow, Lori Singer, Dianne Wiest",0087277,3791
X-Men (2000),Bryan Singer,"Hugh Jackman, Patrick Stewart, Ian McKellen, Famke Janssen, James Marsden, Halle Berry, Anna Paquin, Tyler Mane, Ray Park, Rebecca Romijn, Bruce Davison, Shawn Ashmore, Stan Lee",0120903,3793
Chuck & Buck (2000),Miguel Arteta,"Mike White, Chris Weitz, Lupe Ontiveros, Beth Colt, Paul Weitz, Maya Rudolph",0200530,3794
What Lies Beneath (2000),Robert Zemeckis,"Harrison Ford, Michelle Pfeiffer, Katharine Towne",0161081,3798
Freejack (1992),Geoff Murphy,"Emilio Estevez, Anthony Hopkins, Mick Jagger, Rene Russo",0104299,3802
"Two Women (Ciociara, La) (1960)",Vittorio De Sica,"Sophia Loren, Jean-Paul Belmondo, Eleonora Brown, Carlo Ninchi, Andrea Checchi, Pupella Maggio",0054749,3808
What About Bob? (1991),Frank Oz,"Richard Dreyfuss, Charlie Korsmo, Bill Murray, Julie Hagerty",0103241,3809
White Sands (1992),Roger Donaldson,"Willem Dafoe, Samuel L. Jackson, Mickey Rourke, Mary Elizabeth Mastrantonio",0105813,3810
Interiors (1978),Woody Allen,"Richard Jordan, Kristin Griffith, Mary Beth Hurt, Diane Keaton, E.G. Marshall, Geraldine Page, Maureen Stapleton, Sam Waterston",0077742,3813
Love and Death (1975),Woody Allen,"Georges Adet, Frank Adu, Woody Allen, Diane Keaton",0073312,3814
"Official Story, The (La historia oficial) (1985)",Luis Puenzo,"Héctor Alterio, Norma Aleandro, Chunchuna Villafañe, Hugo Arana, Guillermo Battaglia",0089276,3816
Tampopo (1985),Juzo Itami,"Tsutomu Yamazaki, Nobuko Miyamoto, Ken Watanabe, Kôji Yakusho, Rikiya Yasuoka",0092048,3819
Space Cowboys (2000),Clint Eastwood,"Clint Eastwood, James Garner, Tommy Lee Jones, Donald Sutherland, James Cromwell, Marcia Gay Harden, William Devane, Rade Serbedzija",0186566,3827
"Black Sabbath (Tre volti della paura, I) (1963)","Mario Bava, Salvatore Billitteri","Michèle Mercier, Lidia Alfonsi, Boris Karloff, Mark Damon, Susy Andersen, Massimo Righi",0057603,3832
"Crush, The (1993)",Alan Shapiro,"Cary Elwes, Alicia Silverstone, Jennifer Rubin, Kurtwood Smith",0106627,3835
Kelly's Heroes (1970),Brian G. Hutton,"Clint Eastwood, Carroll O'Connor, Don Rickles, Telly Savalas, Donald Sutherland, Hal Buckley",0065938,3836
Phantasm III: Lord of the Dead (1994),Don Coscarelli,"A. Michael Baldwin, Reggie Bannister, Bill Thornbury, Gloria Lynne Henry",0110823,3838
Sleepaway Camp (1983),Robert Hiltzik,"Christopher Collet, Jonathan Tiersten, Karen Fields, Felissa Rose",0086320,3843
I'm the One That I Want (2000),Lionel Coleman,Margaret Cho,0251739,3851
Bless the Child (2000),Chuck Russell,"Rufus Sewell, Jimmy Smits, Kim Basinger, Holliston Coleman",0163983,3857
Cecil B. DeMented (2000),John Waters,"Melanie Griffith, Stephen Dorff, Alicia Witt, Adrian Grenier, Larry Gilliard Jr., Maggie Gyllenhaal, Mink Stole, Ricki Lake, Patricia Hearst",0173716,3858
"Replacements, The (2000)",Howard Deutch,"Keanu Reeves, Gene Hackman, Brooke Langton, Orlando Jones, Faizon Love, Michael Taliferro, Ace Yonamine, Troy Winbush, David Denman, Jon Favreau, Michael Jace, Rhys Ifans, Gailard Sartain, Art LaFleur, Brett Cullen, John Madden, Pat Summerall, Jack Warden, Keith David, Sarah Ann Morris, Lester Speight",0191397,3861
About Adam (2000),Gerard Stembridge,"Stuart Townsend, Charlotte Bradley, Kate Hudson, Frances O'Connor",0199314,3862
Godzilla 2000 (Gojira ni-sen mireniamu) (1999),Takao Okawara,"Takehiro Murata, Hiroshi Abe, Naomi Nishida, Mayu Suzuki",0188640,3864
"Naked Gun: From the Files of Police Squad!, The (1988)",David Zucker,"George Kennedy, Ricardo Montalban, Leslie Nielsen, Priscilla Presley, O.J. Simpson",0095705,3868
Supergirl (1984),Jeannot Szwarc,"Hart Bochner, Peter O'Toole, Faye Dunaway, Helen Slater",0088206,3877
"Art of War, The (2000)",Christian Duguay,"Wesley Snipes, Donald Sutherland, Maury Chaykin, Anne Archer, Marie Matiko, Michael Biehn, Cary-Hiroyuki Tagawa, James Hong",0160009,3879
Bring It On (2000),Peyton Reed,"Jesse Bradford, Kirsten Dunst, Eliza Dushku, Gabrielle Union",0204946,3882
Highlander: Endgame (Highlander IV) (2000),Douglas Aarniokoski,"Christopher Lambert, Adrian Paul, Bruce Payne, Mihnea Trusca, Lisa Barbuscia",0144964,3889
Nurse Betty (2000),Neil LaBute,"Renée Zellweger, Morgan Freeman, Greg Kinnear, Chris Rock, Crispin Glover",0171580,3893
Almost Famous (2000),Cameron Crowe,"Billy Crudup, Frances McDormand, Kate Hudson, Jason Lee, Patrick Fugit, Zooey Deschanel, Michael Angarano, Anna Paquin, Fairuza Balk, Philip Seymour Hoffman, Noah Taylor, Liz Stauber, Jimmy Fallon, Bijou Phillips, Rainn Wilson, Jay Baruchel, Peter Frampton, Zack Ward, Pete Droge, John Patrick Amedori, Kevin Sussman",0181875,3897
Woman on Top (2000),Fina Torres,"Murilo Benício, Mark Feuerstein, Harold Perrineau Jr., Penélope Cruz",0206420,3909
Dancer in the Dark (2000),Lars von Trier,"David Morse, Peter Stormare, Björk , Catherine Deneuve",0168629,3910
Stranger Than Paradise (1984),Jim Jarmusch,"Richard Edson, John Lurie, Eszter Balint",0088184,3925
Bootmen (2000),Dein Perry,"Adam Garcia, Sam Worthington, William Zappa, Sophie Lee",0210584,3944
Meet the Parents (2000),Jay Roach,"Robert De Niro, Ben Stiller, Blythe Danner, Teri Polo, Owen Wilson, James Rebhorn, Thomas McCarthy",0212338,3948
Requiem for a Dream (2000),Darren Aronofsky,"Jared Leto, Marlon Wayans, Ellen Burstyn, Jennifer Connelly",0180093,3949
Tigerland (2000),Joel Schumacher,"Clifton Collins Jr., Matthew Davis, Colin Farrell, Tom Guiry",0170691,3950
"Ladies Man, The (2000)",Reginald Hudlin,"Tim Meadows, Billy Dee Williams, Will Ferrell, Tiffani Thiessen",0213790,3955
"Time Machine, The (1960)",George Pal,"Sebastian Cabot, Rod Taylor, Alan Young, Yvette Mimieux",0054387,3959
Ghoulies II (1987),Albert Band,"Damon Martin, Royal Dano, J. Downing, Phil Fondacaro",0093091,3962
"Adventures of Ichabod and Mr. Toad, The (1949)","James Algar, Clyde Geronimi, Jack Kinney","Eric Blore, Bing Crosby, J. Pat O'Malley, Basil Rathbone",0041094,3964
Detour (1945),Edgar G. Ulmer,"Edmund MacDonald, Tom Neal, Claudia Drake, Ann Savage",0037638,3966
Billy Elliot (2000),Stephen Daldry,"Jamie Bell, Jamie Draven, Gary Lewis, Julie Walters, Jean Heywood",0249462,3967
"Beyond, The (E tu vivrai nel terrore - L'aldilà) (1981)",Lucio Fulci,"Catriona MacColl, David Warbeck, Cinzia Monreale, Antoine Saint-John, Veronica Lazar",0082307,3970
"Legend of Drunken Master, The (Jui kuen II) (1994)","Chia-Liang Liu, Jackie Chan","Jackie Chan, Anita Mui, Lung Ti, Felix Wong, Chia-Liang Liu, Ken Lo, Andy Lau",0111512,3972
Book of Shadows: Blair Witch 2 (2000),Joe Berlinger,"Jeffrey Donovan, Kim Director, Erica Leerhsen, Tristine Skyler",0229260,3973
"Little Vampire, The (2000)",Uli Edel,"Jim Carter, Richard E. Grant, Jonathan Lipnicki, Alice Krige",0192255,3974
Lucky Numbers (2000),Nora Ephron,"Ed O'Neill, Tim Roth, John Travolta, Lisa Kudrow",0219952,3975
Little Nicky (2000),Steven Brill,"Adam Sandler, Patricia Arquette, Harvey Keitel, Rhys Ifans, Tom 'Tiny' Lister Jr., Rodney Dangerfield, Allen Covert, Peter Dante, Jonathan Loughran, Robert Smigel, Reese Witherspoon, Dana Carvey, Jon Lovitz, Kevin Nealon, Michael McKean, Quentin Tarantino, Carl Weathers, Blake Clark, Rob Schneider, John Witherspoon, Clint Howard, Frank Sivero, George Wallace, Laura Harring, Erinn Bartlett, Henry Winkler, Ozzy Osbourne, Bill Walton, Regis Philbin, John Farley, Dan Marino",0185431,3979
You Can Count on Me (2000),Kenneth Lonergan,"Laura Linney, Mark Ruffalo, Matthew Broderick, Rory Culkin",0203230,3983
Bounce (2000),Don Roos,"Ben Affleck, Gwyneth Paltrow, Natasha Henstridge, Jennifer Grey, Tony Goldwyn, Lisa Joyner, Caroline Aaron, David Dorfman, Alex D. Linz, Joe Morton, Sam Robards, Jeff Garlin, Johnny Galecki, Julia Campbell, David St. James, David Paymer",0186894,3987
How the Grinch Stole Christmas (a.k.a. The Grinch) (2000),Ron Howard,"Jim Carrey, Jeffrey Tambor, Molly Shannon, Christine Baranski, Taylor Momsen, Bill Irwin",0170016,3988
Rugrats in Paris: The Movie (2000),"Stig Bergqvist, Paul Demeyer","Christine Cavanaugh, Elizabeth Daily, Cheryl Chase, Tara Strong, Michael Bell",0213203,3990
102 Dalmatians (2000),Kevin Lima,"Gérard Depardieu, Ioan Gruffudd, Glenn Close, Alice Evans",0211181,3991
Malèna (2000),Giuseppe Tornatore,"Monica Bellucci, Giuseppe Sulfaro, Luciano Federico, Matilde Piana",0213847,3992
Unbreakable (2000),M. Night Shyamalan,"Bruce Willis, Samuel L. Jackson, Spencer Treat Clark, Robin Wright Penn",0217869,3994
Dungeons & Dragons (2000),Courtney Solomon,"Jeremy Irons,Bruce Payne,Justin Whalin,Marlon Wayans,Robert Miano,Thora Birch,Zoe McLellan,Lee Arenberg,Richard O'Brien,Tom Baker",0190374,3997
Vertical Limit (2000),Martin Campbell,"Scott Glenn, Chris O'Donnell, Izabella Scorupco, Robin Tunney",0190865,3999
She's Having a Baby (1988),John Hughes,"Kevin Bacon, Alec Baldwin, William Windom, Elizabeth McGovern",0096094,4003
"Living Daylights, The (1987)",John Glen,"Timothy Dalton, Maryam d'Abo, Joe Don Baker, Jeroen Krabbé, John Rhys-Davies, Art Malik, Desmond Llewelyn, Robert Brown, John Terry, Caroline Bliss",0093428,4005
Talk Radio (1988),Oliver Stone,"Eric Bogosian, Ellen Greene, Leslie Hope, John C. McGinley, Alec Baldwin",0096219,4009
Brewster's Millions (1985),Walter Hill,"John Candy, Stephen Collins, Richard Pryor, Lonette McKee",0088850,4010
Punchline (1988),David Seltzer,"John Goodman, Tom Hanks, Mark Rydell, Sally Field",0095927,4012
Chocolat (2000),Lasse Hallström,"Juliette Binoche, Lena Olin, Johnny Depp, Judi Dench, Alfred Molina, Peter Stormare, Carrie-Anne Moss",0241303,4014
"Dude, Where's My Car? (2000)",Danny Leiner,"Ashton Kutcher, Seann William Scott, Jennifer Garner, Marla Sokoloff, Kristy Swanson, David Herman, Hal Sparks, Charlie O'Connell, Bob Clendenin, Mary Lynn Rajskub, Michael Bower, Christopher Darga, Cleo King, Fabio, Andy Dick, Brent Spiner, Michael Shamus Wiles",0242423,4015
